Date,China,Singapore,Japan,Republic of Korea,Philippines,Australia,Malaysia,New Zealand,Vietnam,Brunei Darussalam,Cambodia,Mongolia,Lao People's Democratic Republic,Fiji,Papua New Guinea,Guam,French Polynesia,New Caledonia,Northern Mariana Islands,Spain,Italy,The United Kingdom,Russian Federation,Germany,France,Turkey,Belgium,Netherlands,Switzerland,Portugal,Sweden,Ireland,Belarus,Israel,Austria,Poland,Romania,Ukraine,Denmark,Serbia,Czechia,Norway,Finland,Kazakhstan,Republic of Moldova,Luxembourg,Hungary,Armenia,Greece,Uzbekistan,Azerbaijan,Croatia,Bosnia and Herzegovina,Iceland,Bulgaria,Estonia,North Macedonia,Slovenia,Slovakia,Lithuania,Latvia,Kyrgyzstan,Cyprus,Albania,Andorra,Georgia,San Marino,Malta,Tajikistan,Montenegro,Monaco,Liechtenstein,Holy See,Kosovo,Isle of Man,Jersey,Guernsey,Faroe Islands,Gibraltar,Greenland,India,Indonesia,Bangladesh,Thailand,Sri Lanka,Maldives,Myanmar,Nepal,Timor-Leste,Bhutan,Iran,Saudi Arabia,Pakistan,Qatar,United Arab Emirates,Egypt,Kuwait,Morocco,Bahrain,Afghanistan,Oman,Iraq,Djibouti,Tunisia,Somalia,Sudan,Lebanon,Jordan,Libya,Syrian Arab Republic,Yemen,occupied Palestinian territory,United States of America,Brazil,Canada,Peru,Ecuador,Mexico,Chile,Dominican Republic,Colombia,Panama,Argentina,Bolivia,Cuba,Honduras,Guatemala,Costa Rica,Uruguay,El Salvador,Jamaica,Paraguay,Venezuela,Trinidad and Tobago,Haiti,Guyana,Bahamas,Barbados,Antigua and Barbuda,Grenada,Saint Lucia,Belize,Saint Vincent and the Grenadines,Dominica,Nicaragua,Saint Kitts and Nevis,Suriname,Puerto Rico,Martinique,Guadeloupe,French Guiana,Bermuda,Aruba,Cayman Islands,Sint Maarten,United States Virgin Islands,Saint Martin,Curaçao,Falkland Islands (Malvinas),Turks and Caicos Islands,Montserrat,British Virgin Islands,Saint Barthélemy,"Bonaire, Sint Eustatius and Saba",Anguilla,Saint Pierre and Miquelon,South Africa,Algeria,Nigeria,Ghana,Cameroon,Guinea,Côte d’Ivoire,Senegal,Democratic Republic of the Congo,Niger,Burkina Faso,Mali,Kenya,Guinea-Bissau,United Republic of Tanzania,Equatorial Guinea,Gabon,Mauritius,Rwanda,Congo,Sierra Leone,Madagascar,Cabo Verde,Liberia,São Tomé and Príncipe,Chad,Ethiopia,Zambia,Togo,Eswatini,Benin,Uganda,Central African Republic,Mozambique,South Sudan,Malawi,Eritrea,Angola,Zimbabwe,Botswana,Burundi,Gambia,Namibia,Seychelles,Mauritania,Comoros
2/16/2020,51174,72,53,29,3,15,22,0,16,0,1,0,0,0,0,0,0,0,0,2,3,9,2,16,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,34,1,0,0,1,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/17/2020,70635,75,59,30,3,15,22,0,16,0,1,0,0,0,0,0,0,0,0,2,3,9,2,16,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,35,1,0,0,1,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/18/2020,72528,77,65,31,3,15,22,0,16,0,1,0,0,0,0,0,0,0,0,2,3,9,2,16,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,35,1,0,0,1,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/19/2020,74280,81,73,51,3,15,22,0,16,0,1,0,0,0,0,0,0,0,0,2,3,9,2,16,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,35,1,0,0,1,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/20/2020,74675,84,85,104,3,15,22,0,16,0,1,0,0,0,0,0,0,0,0,2,3,9,2,16,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,35,1,0,0,1,0,0,2,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/21/2020,75569,85,93,204,3,17,22,0,16,0,1,0,0,0,0,0,0,0,0,2,3,9,2,16,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,35,1,0,0,1,0,0,5,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/22/2020,76392,86,105,346,3,21,22,0,16,0,1,0,0,0,0,0,0,0,0,2,9,9,2,16,12,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,35,1,0,0,1,0,0,18,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/23/2020,77042,89,132,602,3,21,22,0,16,0,1,0,0,0,0,0,0,0,0,2,76,9,2,16,12,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,35,1,0,0,1,0,0,28,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/24/2020,77262,89,144,763,3,21,22,0,16,0,1,0,0,0,0,0,0,0,0,2,124,9,2,16,12,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,35,1,0,0,1,0,0,43,0,0,0,13,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2020,77780,90,157,977,3,22,22,0,16,0,1,0,0,0,0,0,0,0,0,2,229,13,2,16,12,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,37,1,0,0,1,0,0,61,0,0,0,13,1,8,0,8,1,2,1,0,0,0,0,1,0,0,0,0,0,53,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2020,78191,91,164,1261,3,23,22,0,16,0,1,0,0,0,0,0,0,0,0,2,322,13,2,18,12,0,1,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,40,1,0,0,1,0,0,95,0,0,0,13,1,12,0,26,1,4,5,0,0,0,0,1,0,0,0,0,0,53,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2020,78630,93,186,1766,3,23,22,0,16,0,1,0,0,0,0,0,0,0,0,12,400,13,2,21,18,0,1,0,1,0,2,0,0,2,2,0,1,0,1,0,0,1,2,0,0,0,0,0,1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,40,1,0,0,1,0,0,141,0,2,0,13,1,43,0,33,1,4,6,0,0,0,0,2,0,0,0,0,0,59,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2020,78961,96,210,2337,3,23,24,1,16,0,1,0,0,0,0,0,0,0,0,25,650,16,2,26,38,0,1,1,6,0,7,0,1,3,4,0,1,0,1,0,0,4,2,0,0,0,0,0,3,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,40,1,0,0,1,0,0,245,0,2,0,19,1,43,0,33,1,6,7,0,0,0,0,2,0,0,0,0,0,59,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/29/2020,79394,98,230,3150,3,24,24,1,16,0,1,0,0,0,0,0,0,0,0,32,888,20,2,57,57,0,1,2,10,0,12,0,1,5,5,0,3,0,2,0,0,6,2,0,0,0,0,0,3,0,0,5,0,0,0,1,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,42,1,0,0,1,0,0,388,0,2,0,19,1,45,0,38,1,6,8,0,0,0,0,2,0,0,0,0,0,62,1,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2020,79968,102,239,3736,3,25,24,1,16,0,1,0,0,0,0,0,0,0,0,45,1128,23,2,57,100,0,1,7,18,0,13,1,1,7,10,0,3,0,3,0,0,15,2,0,0,0,0,0,3,0,3,7,0,0,0,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,42,1,0,0,1,0,0,593,0,4,1,19,1,45,0,40,1,6,13,0,0,0,0,2,0,0,0,0,0,62,2,19,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/02/2020,80174,106,254,4212,3,27,24,1,16,0,1,0,0,0,0,0,0,0,0,45,1689,36,2,129,100,0,1,13,26,0,14,1,1,7,10,0,3,0,4,0,3,19,6,0,0,1,0,1,7,0,3,7,0,2,0,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,42,1,0,0,1,0,0,978,0,4,3,21,2,56,0,47,1,6,19,0,0,0,0,10,0,0,0,0,0,62,2,19,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/03/2020,80304,108,268,4812,3,33,29,2,16,0,1,0,0,0,0,0,0,0,0,114,2036,39,3,157,191,0,8,18,30,2,15,1,1,10,18,0,3,0,5,0,3,25,7,0,0,1,0,1,7,0,3,9,0,9,0,1,1,0,0,1,1,0,0,0,1,3,8,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,0,43,1,0,0,1,0,0,1501,1,5,7,21,2,56,1,49,1,6,26,0,1,0,0,13,1,0,0,0,0,64,2,27,0,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2020,80422,110,284,5328,3,43,50,2,16,0,1,0,0,0,0,0,0,0,0,151,2502,51,3,196,212,0,8,28,27,2,24,2,1,12,24,1,4,1,8,0,5,33,7,0,0,1,0,1,7,0,3,9,0,16,0,2,1,0,0,1,1,0,0,0,1,3,8,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,0,43,1,0,0,1,0,0,2336,1,5,8,27,2,56,1,49,1,12,31,0,1,0,0,13,1,0,0,0,0,108,2,30,0,7,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/05/2020,80565,110,317,5766,3,57,50,2,16,0,1,0,0,0,0,0,0,0,0,198,3089,89,3,262,282,0,23,38,56,7,35,2,6,15,37,1,4,1,10,0,5,56,7,0,0,1,2,1,9,0,3,9,1,26,0,2,1,1,0,1,1,0,0,0,1,3,16,0,0,0,1,0,0,0,0,0,0,0,1,0,29,2,0,47,1,0,0,1,0,0,2922,1,5,8,27,2,58,2,49,1,15,36,0,1,0,0,13,1,0,0,0,4,129,3,30,0,7,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,12,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/06/2020,80711,117,349,6284,5,57,55,4,16,0,1,0,0,0,0,0,0,0,0,257,3858,118,4,534,420,0,50,82,86,9,61,14,6,15,47,1,6,1,18,1,12,86,12,0,0,1,2,1,32,0,3,10,2,26,0,3,1,6,0,1,1,0,0,0,1,9,21,0,0,0,1,0,0,0,0,0,0,0,1,0,30,2,0,47,1,0,0,1,0,1,3513,8,5,8,27,3,58,2,49,1,16,36,0,1,0,0,16,1,0,0,0,7,148,7,45,0,13,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,12,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/07/2020,80813,130,408,6767,5,62,83,5,17,0,1,0,0,0,0,0,0,0,0,374,4636,167,7,639,613,0,109,128,209,13,137,18,6,19,66,5,7,1,23,1,12,113,19,0,0,2,5,1,32,0,9,11,2,45,0,10,3,9,1,1,1,0,0,0,1,9,24,0,0,0,1,0,1,0,0,0,0,0,1,0,31,2,0,48,1,0,0,1,0,1,4747,8,5,11,45,3,58,2,49,1,16,44,0,1,0,0,22,1,0,0,0,16,213,13,51,1,14,5,5,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,17,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/08/2020,80859,138,455,7134,6,74,93,5,21,0,2,0,0,0,0,0,0,0,0,430,5883,210,7,795,706,0,169,188,264,21,161,19,6,25,104,6,13,1,31,1,26,147,19,0,1,2,7,1,66,0,9,11,2,45,2,10,3,12,3,1,1,0,0,0,1,12,27,3,0,0,1,1,1,0,0,0,0,1,1,0,34,4,0,50,1,2,0,1,0,1,5823,7,5,12,45,48,62,2,56,4,16,54,0,1,0,0,28,1,0,0,0,16,213,19,57,6,14,7,5,1,1,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,17,1,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/09/2020,80904,150,488,7382,10,77,93,5,30,0,2,0,0,0,0,0,0,0,0,589,7375,277,7,1112,1116,0,200,265,332,30,203,21,6,39,112,11,15,1,36,1,32,169,30,0,1,2,9,1,73,0,9,11,2,55,4,10,3,16,5,1,3,0,0,2,1,13,37,3,0,0,1,1,1,0,0,0,0,2,1,0,43,6,3,50,1,4,0,1,0,1,6566,15,6,15,45,55,64,2,79,4,16,60,0,2,0,0,32,1,0,0,0,19,213,25,62,6,15,7,10,1,1,0,12,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,20,2,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/10/2020,80924,160,514,7513,33,92,117,5,31,1,2,1,0,0,0,0,0,0,0,1024,9172,323,7,1139,1402,0,239,321,332,30,248,24,6,39,131,16,15,1,90,1,38,192,40,0,1,5,9,1,73,0,9,12,2,55,4,10,7,23,7,1,6,0,2,2,1,15,49,4,0,0,1,1,1,0,0,0,1,2,1,0,44,19,3,53,1,4,0,1,0,1,7161,15,16,18,59,59,65,2,109,4,18,61,0,2,0,0,41,1,0,0,0,26,472,25,77,9,15,7,13,5,3,1,12,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,7,20,2,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/11/2020,80955,166,568,7755,49,112,129,5,35,1,3,1,0,0,0,0,0,0,0,1639,10149,373,7,1296,1774,0,267,382,491,41,326,34,9,75,182,22,25,1,262,12,61,277,40,0,3,5,13,1,89,0,9,16,4,61,6,13,7,31,7,1,8,0,2,10,1,23,63,4,0,0,1,1,1,0,0,0,1,2,1,0,60,27,3,59,1,8,0,1,0,1,8042,20,16,24,74,59,69,3,110,4,18,61,0,6,0,0,41,1,0,0,0,30,696,34,93,11,15,7,17,5,3,8,17,2,0,0,0,13,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,7,20,2,0,2,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/12/2020,80981,178,620,7869,52,122,129,5,39,12,3,1,0,0,0,0,1,0,0,2140,12462,460,20,1567,2269,1,314,503,645,41,461,43,12,75,302,44,48,1,615,19,94,277,40,0,4,17,13,1,98,0,9,16,4,61,7,13,7,57,10,3,16,0,6,10,1,23,63,6,0,0,1,1,1,0,0,0,1,2,1,0,73,34,3,70,2,8,0,1,0,1,9000,21,19,262,74,67,80,5,189,7,18,70,0,6,0,0,66,1,0,0,0,30,987,52,93,17,17,11,23,5,9,10,19,2,0,2,0,13,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,13,25,2,0,2,0,1,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/13/2020,80991,187,675,7979,52,140,129,5,39,12,5,1,0,0,0,0,1,0,0,2965,15113,594,34,2369,2860,1,314,614,858,41,620,70,12,75,361,49,48,3,674,19,116,489,109,0,4,17,16,1,98,0,11,16,4,61,7,13,7,57,21,3,16,0,6,23,1,25,63,9,0,0,1,4,1,0,0,2,1,2,1,0,74,34,3,75,3,8,0,1,0,1,10075,21,20,262,85,67,80,6,195,7,18,70,0,7,0,0,66,1,0,0,0,31,1264,77,138,22,17,12,33,5,9,14,31,3,3,2,0,22,0,0,1,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,6,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,17,25,25,0,2,0,1,10,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/14/2020,81021,200,716,8086,64,197,197,6,48,25,7,1,0,0,0,0,1,0,0,4231,17660,802,34,3062,3640,5,599,804,1125,112,775,90,21,100,504,64,64,3,801,31,150,750,109,0,8,38,19,8,98,0,11,27,11,61,7,79,9,141,30,6,16,0,14,33,2,25,66,12,0,0,2,4,1,0,0,2,1,3,1,0,82,69,3,75,6,9,0,1,0,1,11364,62,21,262,85,93,100,7,210,7,19,93,0,16,0,1,77,1,0,0,0,35,1678,98,176,28,23,26,43,5,16,27,34,3,4,2,0,23,0,0,7,6,2,1,0,6,0,0,1,0,0,0,1,0,0,0,0,3,6,1,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,17,26,2,1,2,1,1,10,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/15/2020,81048,212,780,8162,111,249,238,6,53,40,7,1,0,0,0,0,3,0,0,5753,21157,1144,34,3795,4469,5,689,959,1359,112,924,129,21,178,800,111,123,3,827,41,214,907,210,6,12,38,32,8,228,0,19,37,18,138,43,79,13,141,44,9,30,0,21,38,2,30,92,12,0,0,2,4,1,0,0,2,1,9,1,0,107,117,3,75,11,10,0,1,0,1,12729,103,28,337,85,93,112,18,211,10,20,93,0,16,0,1,93,1,0,0,0,38,1678,121,244,43,23,41,61,5,24,27,45,3,4,2,0,23,0,0,8,6,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,3,10,3,7,0,0,1,0,0,2,2,0,0,0,0,1,0,0,0,38,37,2,2,3,1,3,21,2,0,3,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0
